mm,mdd,dd,hr,Temp,VPD,"Wind speed",Precip,P,O3,LAI,HD,R,PAR
6,23,175,6,11.02,0.46067,0.62,0,99.03,22.615,1.09,12.4,275.94,567.47061
6,23,175,7,8.94,0.30908,0.64,0,99.06,29.164,1.09,69.17,425.36,874.75284
6,23,175,8,9.98,0.41761,0.62,0,99.05,31.049,1.09,125.93,564.53,1160.955945
6,23,175,9,13.45,0.76508,0.6,0,98.96,31.141,1.09,182.7,353.32,726.60258
6,23,175,10,11.84,0.60282,0.63,0,99.01,34.684,1.09,185.8,401.1,824.86215
6,23,175,11,12.65,0.67411,0.69,0,98.99,36.827,1.09,188.9,431.78,887.95557
6,23,175,12,14.78,0.89015,0.76,0,98.85,37.904,1.09,192,389.65,801.315225
6,23,175,13,13.9,0.78901,0.71,0,98.94,40.964,1.09,172.67,382.1,785.78865
6,23,175,14,14.35,0.82892,0.69,0,98.9,40.724,1.09,153.33,357.62,735.44553
6,23,175,15,14.44,0.83145,0.71,0,98.71,40.308,1.09,134,177.54,365.11101
6,23,175,16,14.68,0.85565,0.73,0,98.82,39.167,1.09,107.13,148.03,304.423695
6,23,175,17,14.57,0.84244,0.76,0,98.77,38.483,1.09,80.27,113.38,233.16597
6,23,175,18,11.17,0.50574,0.78,0,98.66,39.983,1.09,53.4,105.58,217.12527
6,23,175,19,13.35,0.71837,0.74,0,98.7,38.69,1.09,33.5,52.54,108.04851
6,23,175,20,12.26,0.61767,0.69,0,98.68,39.018,1.09,13.6,7.08,14.56002
6,23,175,21,9.58,0.36235,0.36,0,98.51,29.524,1.09,-6.3,0,0
6,23,175,22,10.65,0.42809,0.32,0,98.63,27.41,1.09,-5.96,0,0
6,23,175,23,10.12,0.36562,0.3,0,98.58,25.827,1.09,-5.61,0,0
6,24,176,0,9.18,0.27836,0.31,0,98.24,24.536,1.14,-5.27,0,0
6,24,176,1,9.47,0.26459,0.43,0,98.45,27.237,1.14,-7.21,0,0
6,24,176,2,9.34,0.2137,0.55,0,98.36,28.277,1.14,-9.16,0,0
6,24,176,3,9.41,0.17941,0.69,0.007,98.13,28.142,1.14,-11.1,0,0
6,24,176,4,9.27,0.14965,0.75,0.007,98.22,28.059,1.14,-8.2,2.13,4.380345
6,24,176,5,9.34,0.13831,0.8,0.007,98.18,28.148,1.14,-5.3,32.19,66.198735
6,24,176,6,10.19,0.19097,0.85,0.563,98.06,27.656,1.14,-2.4,70.08,144.11952
6,24,176,7,9.68,0.12518,0.93,0.563,98.11,27.501,1.14,6.03,107.98,222.06087
6,24,176,8,9.94,0.12513,1,0.563,98.09,27.466,1.14,14.47,143.28,294.65532
6,24,176,9,10.81,0.1803,1.08,0.71,97.92,27.185,1.14,22.9,173.75,357.316875
6,24,176,10,10.41,0.11663,1.12,0.71,98.03,26.921,1.14,24.7,197.21,405.562365
6,24,176,11,10.62,0.1077,1.17,0.71,97.98,27.569,1.14,26.5,212.33,436.656645
6,24,176,12,11.99,0.2043,1.23,0.32,98.02,29.838,1.14,28.3,217.97,448.255305
6,24,176,13,11.19,0.15608,1.41,0.32,97.94,34.695,1.14,54.77,213.87,439.823655
6,24,176,14,11.59,0.21372,1.61,0.32,97.98,40.869,1.14,81.23,200.19,411.690735
6,24,176,15,9.95,0.09173,1.81,0.247,98.1,46.344,1.14,107.7,177.84,365.72796
6,24,176,16,11.3,0.23993,1.89,0.247,98.04,47.06,1.14,85.4,148.43,305.246295
6,24,176,17,10.62,0.2105,1.97,0.247,98.06,45.591,1.14,63.1,113.72,233.86518
6,24,176,18,8.63,0.07651,2.05,0.017,98.34,43.784,1.14,40.8,119.69,246.142485
6,24,176,19,9.49,0.20018,1.94,0.017,98.15,42.976,1.14,25.07,59.76,122.89644
6,24,176,20,9.05,0.21888,1.82,0.017,98.23,42.758,1.14,9.33,8.09,16.637085
6,24,176,21,6.95,0.11791,1.68,0,98.39,42.326,1.14,-6.4,0,0
6,24,176,22,8.07,0.21602,1.59,0,98.35,41.18,1.14,-13.2,0,0
6,24,176,23,7.51,0.19367,1.5,0,98.37,39.076,1.14,-20,0,0
6,25,177,0,6.74,0.15989,1.42,0.01,98.3,36.636,1.17,-26.8,0,0
6,25,177,1,6.89,0.15563,1.51,0.01,98.37,35.485,1.17,-26.71,0,0
6,25,177,2,6.82,0.13694,1.61,0.01,98.34,34.707,1.17,-26.61,0,0
6,25,177,3,7.59,0.17636,1.72,0.02,98.37,32.123,1.17,-26.52,0,0
6,25,177,4,7.02,0.12613,1.74,0.02,98.32,27.738,1.17,-19.85,2,4.113
6,25,177,5,7.3,0.13559,1.77,0.02,98.34,24.988,1.17,-13.17,31.89,65.581785
6,25,177,6,8.78,0.23409,1.8,0.077,98.42,24.645,1.17,-6.5,69.7,143.33805
6,25,177,7,7.98,0.17429,1.9,0.077,98.38,24.549,1.17,6.77,107.63,221.341095
6,25,177,8,8.38,0.20475,1.99,0.077,98.4,24.136,1.17,20.03,142.93,293.935545
6,25,177,9,10.73,0.39592,2.07,0.08,98.51,24.681,1.17,33.3,173.3,356.39145
6,25,177,10,9.42,0.27929,2.08,0.08,98.44,26.542,1.17,56.33,196.88,404.88372
6,25,177,11,10.07,0.32484,2.08,0.08,98.47,28.566,1.17,79.37,211.99,435.957435
6,25,177,12,12.37,0.52359,2.08,0.007,98.48,29.752,1.17,102.4,592.58,1218.64077
6,25,177,13,11.28,0.44422,2.04,0.007,98.5,31.082,1.17,131.8,581.36,1195.56684
6,25,177,14,11.83,0.51648,2.01,0.007,98.49,31.644,1.17,161.2,544.25,1119.250125
6,25,177,15,11.55,0.51319,1.97,0.003,98.52,31.818,1.17,190.6,592.91,1219.319415
6,25,177,16,12.09,0.56145,1.92,0.003,98.49,31.54,1.17,148.83,494.73,1017.412245
6,25,177,17,11.82,0.53361,1.86,0.003,98.5,31.109,1.17,107.07,378.99,779.392935
6,25,177,18,9.49,0.32896,1.8,0.013,98.62,30.438,1.17,65.3,75.83,155.944395
6,25,177,19,10.85,0.41173,1.79,0.013,98.54,29.804,1.17,36,37.78,77.69457
6,25,177,20,10.17,0.32058,1.77,0.013,98.58,29.059,1.17,6.7,5.07,10.426455
6,25,177,21,8.72,0.17424,1.73,0.047,98.6,28.401,1.17,-22.6,0,0
6,25,177,22,9.24,0.20134,1.82,0.047,98.62,28.453,1.17,-25.43,0,0
6,25,177,23,8.98,0.16779,1.91,0.047,98.61,28.987,1.17,-28.27,0,0
6,26,178,0,9.02,0.15752,2.01,0.013,98.59,29.941,1.19,-31.1,0,0
6,26,178,1,8.82,0.12805,2.07,0.013,98.6,30.858,1.19,-34.04,0,0
6,26,178,2,8.92,0.12193,2.13,0.013,98.59,31.28,1.19,-36.98,0,0
6,26,178,3,9.56,0.15773,2.19,0.007,98.69,31.376,1.19,-39.92,0,0
6,26,178,4,9.19,0.13117,2.26,0.007,98.61,31.621,1.19,-23.51,6.76,13.90194
6,26,178,5,9.37,0.14768,2.32,0.007,98.65,31.764,1.19,-7.11,114.31,235.078515
6,26,178,6,10.64,0.25538,2.38,0.107,98.72,31.864,1.19,9.3,253.81,521.960265
6,26,178,7,9.92,0.20515,2.42,0.107,98.7,32.074,1.19,44.77,392.76,807.71094
6,26,178,8,10.28,0.24699,2.45,0.107,98.71,32.514,1.19,80.23,522.14,1073.78091
6,26,178,9,11.72,0.38694,2.48,0.183,98.72,33.269,1.19,115.7,555.68,1142.75592
6,26,178,10,11,0.30816,2.48,0.183,98.72,34.204,1.19,124.4,631.42,1298.51523
6,26,178,11,11.36,0.32661,2.48,0.183,98.72,35.081,1.19,133.1,680.1,1398.62565
6,26,178,12,12.49,0.41888,2.47,0.213,98.68,35.117,1.19,141.8,685.64,1410.01866
6,26,178,13,11.98,0.35425,2.42,0.213,98.71,35.736,1.19,127.87,672.74,1383.48981
6,26,178,14,12.24,0.3628,2.37,0.213,98.7,35.401,1.19,113.93,629.85,1295.286525
6,26,178,15,11.96,0.3221,2.32,0.293,98.58,35.279,1.19,100,547.59,1126.118835
6,26,178,16,12.32,0.33347,2.28,0.293,98.66,34.454,1.19,70.5,456.78,939.36807
6,26,178,17,12.15,0.29512,2.25,0.293,98.62,34.03,1.19,41,349.93,719.631045
6,26,178,18,10.21,0.0993,2.2,0.083,98.72,33.392,1.19,11.5,225.02,462.75363
6,26,178,19,11.36,0.21943,2.17,0.083,98.61,32.947,1.19,-3.37,112,230.328
6,26,178,20,10.78,0.18638,2.13,0.083,98.66,32.844,1.19,-18.23,14.91,30.662415
6,26,178,21,9.72,0.11795,2.08,0.537,98.57,32.921,1.19,-33.1,0,0
6,26,178,22,10.06,0.13619,2.09,0.537,98.69,33.127,1.19,-28.64,0,0
6,26,178,23,9.9,0.11455,2.1,0.537,98.64,33.701,1.19,-24.17,0,0
6,27,179,0,9.77,0.09606,2.11,0.543,98.58,34.744,1.26,-19.71,0,0
6,27,179,1,9.74,0.08474,2.01,0.543,98.57,35.976,1.26,-20.47,0,0
6,27,179,2,9.75,0.07781,1.91,0.543,98.58,37.549,1.26,-21.22,0,0
6,27,179,3,10.89,0.16567,1.83,0.257,98.64,39.378,1.26,-21.98,0,0
6,27,179,4,10.14,0.07178,1.79,0.257,98.59,41.397,1.26,-17.52,1.73,3.557745
6,27,179,5,10.51,0.07328,1.76,0.257,98.61,43.129,1.26,-13.06,31.23,64.224495
6,27,179,6,13.56,0.3308,1.73,0.03,98.57,42.233,1.26,-8.6,233.46,480.11049
6,27,179,7,11.79,0.10503,1.9,0.03,98.62,46.255,1.26,21,361.68,743.79492
6,27,179,8,12.68,0.14559,2.05,0.03,98.6,46.24,1.26,50.6,481.24,989.67006
6,27,179,9,13.65,0.20317,2.18,0.003,98.57,44.121,1.26,80.2,366.29,753.275385
6,27,179,10,13.59,0.21582,2.24,0.003,98.57,42.598,1.26,61.47,416.33,856.182645
6,27,179,11,13.62,0.23793,2.31,0.003,98.57,41.725,1.26,42.73,448.53,922.401945
6,27,179,12,13.52,0.24533,2.37,0.023,98.68,41.256,1.26,24,715.83,1472.104395
6,27,179,13,13.6,0.27822,2.28,0.023,98.59,40.744,1.26,29.3,702.64,1444.97916
6,27,179,14,13.55,0.29746,2.19,0.023,98.63,40.581,1.26,34.6,657.84,1352.84796
6,27,179,15,12.3,0.19638,2.1,0.063,98.74,42.58,1.26,39.9,350.58,720.96777
6,27,179,16,13.11,0.28022,1.99,0.063,98.69,41.969,1.26,27.3,292.53,601.587945
6,27,179,17,12.7,0.24482,1.87,0.063,98.71,42.923,1.26,14.7,224.04,460.73826
6,27,179,18,10.16,0.01889,1.75,0.39,98.85,43.946,1.26,2.1,155.14,319.04541
6,27,179,19,11.58,0.17256,1.63,0.39,98.76,43.622,1.26,-3.33,77.08,158.51502
6,27,179,20,10.86,0.1376,1.49,0.39,98.8,42.636,1.26,-8.77,10.14,20.85291
6,27,179,21,9.71,0.07033,1.35,0.337,98.83,41.146,1.26,-14.2,0,0
6,27,179,22,10.01,0.09842,1.23,0.337,98.85,39.463,1.26,-14.9,0,0
6,27,179,23,9.86,0.09004,1.12,0.337,98.84,37.491,1.26,-15.6,0,0
6,28,180,0,8.78,0.00885,0.99,0.033,98.82,35.159,1.23,-16.3,0,0
6,28,180,1,9.4,0.07641,0.92,0.033,98.83,33.259,1.23,-15.42,0,0
6,28,180,2,9.09,0.07138,0.85,0.033,98.82,31.619,1.23,-14.55,0,0
6,28,180,3,9.47,0.12227,0.77,0.03,98.84,30.068,1.23,-13.67,0,0
6,28,180,4,9.01,0.07954,0.87,0.03,98.82,31.039,1.23,-3.31,5.75,11.824875
6,28,180,5,9.24,0.09853,0.91,0.03,98.83,31.39,1.23,7.04,111.94,230.20461
6,28,180,6,13.16,0.45226,0.91,0.003,98.83,29.528,1.23,17.4,269.89,555.028785
6,28,180,7,10.7,0.1831,0.95,0.003,98.84,32.043,1.23,53.07,419.14,861.96141
6,28,180,8,11.93,0.25934,0.96,0.003,98.83,33.929,1.23,88.73,558.27,1148.082255
6,28,180,9,16.27,0.68933,0.96,0.003,98.81,31.121,1.23,124.4,688.44,1415.77686
6,28,180,10,14.2,0.4462,0.96,0.003,98.83,34.526,1.23,157.07,782.79,1609.807635
6,28,180,11,15.24,0.55367,0.96,0.003,98.82,34.739,1.23,189.73,843.58,1734.82227
6,28,180,12,17.82,0.86499,0.96,0,98.74,33.857,1.23,222.4,868.84,1786.76946
6,28,180,13,16.79,0.75956,0.99,0,98.79,34.481,1.23,222.6,852.68,1753.53642
6,28,180,14,17.31,0.85168,1.03,0,98.77,34.174,1.23,222.8,798.49,1642.094685
6,28,180,15,17.01,0.84089,1.06,0,98.73,34.173,1.23,223,709.73,1459.559745
6,28,180,16,17.55,0.9187,1.08,0,98.74,33.143,1.23,175.5,592.1,1217.65365
6,28,180,17,17.28,0.89311,1.11,0,98.73,32.312,1.23,128,453.42,932.45823
6,28,180,18,13.63,0.48346,1.15,0,98.66,34.361,1.23,80.5,302.75,622.605375
6,28,180,19,15.89,0.7337,1,0,98.71,32.525,1.23,51.33,150.12,308.72178
6,28,180,20,14.76,0.60892,0.84,0,98.69,34.102,1.23,22.17,19.5,40.10175
6,28,180,21,9.72,0.1112,0.34,0,98.58,24.712,1.23,-7,0,0
6,28,180,22,12.33,0.34275,0.32,0,98.64,22.708,1.23,-7.62,0,0
6,28,180,23,11.03,0.22898,0.32,0,98.62,21.612,1.23,-8.23,0,0
6,29,181,0,8.19,0.0072,0.34,0,98.46,21.253,1.17,-8.85,0,0
6,29,181,1,9.22,0.10562,0.3,0,98.55,19.894,1.17,-9.07,0,0
6,29,181,2,8.71,0.08606,0.31,0,98.51,19.861,1.17,-9.29,0,0
6,29,181,3,9.42,0.15924,0.38,0,98.38,20.651,1.17,-9.51,0,0
6,29,181,4,8.61,0.08204,0.68,0,98.44,26.86,1.17,-2.71,2.98,6.12837
6,29,181,5,9.02,0.11519,0.77,0,98.42,28.427,1.17,4.1,62.63,128.798595
6,29,181,6,11.49,0.32752,0.81,0,98.26,28.794,1.17,10.9,78.89,162.237285
6,29,181,7,10.12,0.22031,0.98,0,98.35,30.031,1.17,38.43,122.6,252.1269
6,29,181,8,10.81,0.29554,1.12,0,98.31,30.765,1.17,65.97,163.39,336.011535
6,29,181,9,13.83,0.60366,1.26,0,98.09,29.438,1.17,93.5,531.36,1092.74184
6,29,181,10,12.29,0.44977,1.31,0,98.22,33.155,1.17,113.97,604.1,1242.33165
6,29,181,11,13.07,0.52872,1.36,0,98.17,34.432,1.17,134.43,651.19,1339.172235
6,29,181,12,13.71,0.59818,1.4,0,98.03,36.17,1.17,154.9,224.69,462.074985
6,29,181,13,13.8,0.59398,1.37,0,98.08,36.733,1.17,115.87,220.55,453.561075
6,29,181,14,13.76,0.57732,1.34,0,98.06,36.582,1.17,76.83,206.56,424.79064
6,29,181,15,12.38,0.42735,1.29,0,97.98,37.363,1.17,37.8,177.69,365.419485
6,29,181,16,13.27,0.51662,1.23,0,98.02,35.77,1.17,29.37,148.28,304.93782
6,29,181,17,12.83,0.47454,1.16,0,98,35.452,1.17,20.93,113.59,233.597835
6,29,181,18,9.82,0.20471,1.1,0.14,98.07,34.809,1.17,12.5,75.84,155.96496
6,29,181,19,11.52,0.37286,1.16,0.14,98,32.969,1.17,4.73,37.65,77.427225
6,29,181,20,10.67,0.31797,1.24,0.14,98.03,30.888,1.17,-3.03,4.85,9.974025
6,29,181,21,8.91,0.19777,1.33,0.93,97.9,29.851,1.17,-10.8,0,0
6,29,181,22,9.53,0.21954,1.35,0.93,98.03,29.97,1.17,-12.65,0,0
6,29,181,23,9.23,0.1701,1.41,0.93,97.98,30.985,1.17,-14.51,0,0
6,30,182,0,8.61,0.10085,1.5,1.77,97.58,33.008,1.26,-16.36,0,0
6,30,182,1,8.84,0.10917,1.63,1.77,97.83,35.365,1.26,-20.95,0,0
6,30,182,2,8.74,0.09617,1.8,1.77,97.72,37.05,1.26,-25.53,0,0
6,30,182,3,8.59,0.08197,1.98,0.61,97.39,37.736,1.26,-30.12,0,0
6,30,182,4,8.62,0.08292,1.98,0.61,97.54,37.006,1.26,-27.05,1.36,2.79684
6,30,182,5,8.61,0.08328,1.98,0.61,97.47,35.743,1.26,-23.97,30.55,62.826075
6,30,182,6,9.51,0.15413,1.98,0.54,97.45,34.979,1.26,-20.9,68.48,140.82912
6,30,182,7,8.89,0.08042,1.89,0.54,97.4,35.446,1.26,-14.43,106.56,219.14064
6,30,182,8,9.2,0.07946,1.83,0.54,97.42,37.262,1.26,-7.97,142.03,292.084695
6,30,182,9,10.72,0.18124,1.79,0.44,97.44,40.181,1.26,-1.5,172.6,354.9519
6,30,182,10,9.91,0.08102,1.67,0.44,97.45,43.516,1.26,1.63,196.33,403.752645
6,30,182,11,10.32,0.08306,1.55,0.44,97.44,46.386,1.26,4.77,211.64,435.23766
6,30,182,12,10.2,0.03769,1.43,0.387,97.74,48.848,1.26,7.9,217.37,447.021405
6,30,182,13,10.52,0.08698,1.28,0.387,97.51,50.562,1.26,9.8,213.53,439.124445
6,30,182,14,10.35,0.09055,1.16,0.387,97.61,51.063,1.26,11.7,199.95,411.197175
6,30,182,15,10.73,0.14319,1.08,0.153,97.71,50.322,1.26,13.6,177.72,365.48118
6,30,182,16,10.38,0.09821,1,0.153,97.73,48.214,1.26,10.3,148.3,304.97895
6,30,182,17,10.56,0.09898,0.93,0.153,97.72,45.041,1.26,7,113.61,233.638965
6,30,182,18,10.86,0.1088,0.85,0.143,97.87,40.959,1.26,3.7,110.19,226.605735
6,30,182,19,10.76,0.09012,0.71,0.143,97.75,36.459,1.26,1.43,54.66,112.40829
6,30,182,20,10.8,0.08335,0.57,0.143,97.8,31.915,1.26,-0.83,6.92,14.23098
6,30,182,21,9.71,0,0.35,0.027,97.83,24.759,1.26,-3.1,0,0
6,30,182,22,10.48,0.05816,0.24,0.027,97.86,19.999,1.26,-2.59,0,0
6,30,182,23,10.1,0.04349,0.19,0.027,97.85,16.705,1.26,-2.09,0,0
7,1,183,0,9.57,0.02863,0.2,0.007,97.91,15.287,1.35,-1.58,0,0
7,1,183,1,9.66,0.03921,0.39,0.007,97.85,19.847,1.35,-2.85,0,0
7,1,183,2,9.61,0.05441,0.52,0.007,97.87,20.982,1.35,-4.13,0,0
7,1,183,3,10.05,0.11165,0.64,0.01,97.9,21.824,1.35,-5.4,0,0
7,1,183,4,9.73,0.0773,0.81,0.01,97.91,24.346,1.35,5.17,1.91,3.927915
7,1,183,5,9.89,0.0901,0.9,0.01,97.9,25.306,1.35,15.73,48.09,98.897085
7,1,183,6,10.47,0.13999,0.98,0.11,97.95,25.866,1.35,26.3,67.9,139.63635
7,1,183,7,10.19,0.11313,1.01,0.11,97.91,26.402,1.35,30.3,105.99,217.968435
7,1,183,8,10.33,0.12207,1.04,0.11,97.93,27.34,1.35,34.3,141.47,290.933055
7,1,183,9,11.9,0.25943,1.07,0.147,97.96,28.767,1.35,38.3,172.08,353.88252
7,1,183,10,10.95,0.15885,1.1,0.147,97.95,30.803,1.35,39.63,195.84,402.74496
7,1,183,11,11.42,0.1878,1.14,0.147,97.96,33.234,1.35,40.97,211.18,434.29167
7,1,183,12,13.44,0.36756,1.17,0.25,98.07,33.166,1.35,42.3,743.23,1528.452495
7,1,183,13,12.4,0.25722,1.11,0.25,97.98,37.028,1.35,51.8,729.92,1501.08048
7,1,183,14,12.92,0.29907,1.05,0.25,98.02,37.757,1.35,61.3,683.63,1405.885095
7,1,183,15,13.28,0.32808,0.98,0.173,98.06,38.492,1.35,70.8,611.62,1257.79653
7,1,183,16,13.39,0.3412,0.96,0.173,98.07,38.567,1.35,48.43,510.27,1049.370255
7,1,183,17,13.33,0.3359,0.93,0.173,98.06,37.907,1.35,26.07,390.65,803.371725
7,1,183,18,12.09,0.19803,0.88,0.047,98.2,37.745,1.35,3.7,104.16,214.20504
7,1,183,19,12.87,0.27413,0.8,0.047,98.09,33.701,1.35,-2.5,51.44,105.78636
7,1,183,20,12.47,0.2447,0.7,0.047,98.14,29.736,1.35,-8.7,6.32,12.99708
7,1,183,21,11.01,0.14646,0.58,0.15,98.18,24.488,1.35,-14.9,0,0
7,1,183,22,11.73,0.20406,0.64,0.15,98.2,23.181,1.35,-14.5,0,0
7,1,183,23,11.37,0.15794,0.69,0.15,98.19,23.493,1.35,-14.1,0,0
7,2,184,0,10.08,0.02858,0.74,0.373,98.21,24.834,1.47,-13.7,0,0
7,2,184,1,10.7,0.09644,0.74,0.373,98.19,26.464,1.47,-10.4,0,0
7,2,184,2,10.39,0.08457,0.74,0.373,98.2,28.048,1.47,-7.1,0,0
7,2,184,3,10.34,0.09523,0.75,0.863,98.2,28.831,1.47,-3.8,0,0
7,2,184,4,10.17,0.07052,0.72,0.863,98.21,28.844,1.47,-2.3,1.03,2.118195
7,2,184,5,10.25,0.06798,0.7,0.863,98.2,28.704,1.47,-0.8,29.49,60.646185
7,2,184,6,12.37,0.24904,0.68,0.38,98.21,28.272,1.47,0.7,127.23,261.648495
7,2,184,7,11.02,0.09962,0.65,0.38,98.2,30.148,1.47,20.13,199.15,409.551975
7,2,184,8,11.69,0.15457,0.58,0.38,98.21,31.507,1.47,39.57,266.21,547.460865
7,2,184,9,13.95,0.3785,0.51,0.217,98.27,30.901,1.47,59,492.88,1013.60772
7,2,184,10,12.89,0.28964,0.41,0.217,98.22,35.233,1.47,60.93,561.31,1154.334015
7,2,184,11,13.42,0.3646,0.3,0.217,98.24,39.287,1.47,62.87,605.44,1245.08736
7,2,184,12,14.68,0.51633,0.22,0.397,98.35,43.835,1.47,64.8,738.76,1519.25994
7,2,184,13,14.19,0.47472,0.22,0.397,98.29,49.105,1.47,62.2,725.55,1492.093575
7,2,184,14,14.43,0.50001,0.3,0.397,98.31,49.906,1.47,59.6,679.56,1397.51514
7,2,184,15,14.71,0.525,0.39,0.377,98.45,48.586,1.47,57,651.43,1339.665795
7,2,184,16,14.68,0.5074,0.45,0.377,98.37,47.085,1.47,39.4,543.43,1117.563795
7,2,184,17,14.69,0.48575,0.49,0.377,98.41,45.341,1.47,21.8,415.71,854.907615
7,2,184,18,12.88,0.22697,0.51,0.033,98.64,46.126,1.47,4.2,295.8,608.3127
7,2,184,19,14.08,0.36427,0.5,0.033,98.49,43.461,1.47,1.6,145.45,299.117925
7,2,184,20,13.47,0.29819,0.46,0.033,98.56,44.402,1.47,-1,17.22,35.41293
7,2,184,21,11.58,0.16694,0.21,0.343,98.74,29.667,1.47,-3.6,0,0
7,2,184,22,12.44,0.24663,0.32,0.343,98.66,33.683,1.47,-7.67,0,0
7,2,184,23,12,0.19029,0.44,0.343,98.7,34.704,1.47,-11.73,0,0
7,3,185,0,9.34,0,0.57,0,98.89,33.551,1.56,-15.8,0,0
7,3,185,1,10.82,0.09918,0.48,0,98.77,28.21,1.56,-13.12,0,0
7,3,185,2,10.07,0.07502,0.4,0,98.82,23.216,1.56,-10.44,0,0
7,3,185,3,11.22,0.22248,0.31,0.007,99.04,18.134,1.56,-7.76,0,0
7,3,185,4,9.95,0.07679,0.4,0.007,98.92,19.667,1.56,-6.44,3.29,6.765885
7,3,185,5,10.58,0.10824,0.46,0.007,98.97,20.529,1.56,-5.12,110.3,226.83195
7,3,185,6,14.99,0.52367,0.5,0.017,99.17,16.991,1.56,-3.8,257.18,528.89067
7,3,185,7,12.46,0.22657,0.72,0.017,99.07,31.51,1.56,27.8,404.51,831.874815
7,3,185,8,13.72,0.31236,0.78,0.017,99.11,34.569,1.56,59.4,541.76,1114.12944
7,3,185,9,15.77,0.49968,0.82,0.253,99.3,36.069,1.56,91,547.17,1125.255105
7,3,185,10,15.24,0.42213,0.88,0.253,99.2,39.085,1.56,90.6,623.67,1282.577355
7,3,185,11,15.5,0.43388,0.93,0.253,99.24,41.774,1.56,90.2,672.97,1383.962805
7,3,185,12,15.58,0.42226,0.99,0.193,99.52,45.596,1.56,89.8,289.02,594.36963
7,3,185,13,15.69,0.44712,1,0.193,99.35,47.012,1.56,65.87,283.94,583.92261
7,3,185,14,15.62,0.44876,1.01,0.193,99.42,47.342,1.56,41.93,265.89,546.802785
7,3,185,15,15.99,0.49643,1,0.077,99.68,43.767,1.56,18,680.72,1399.90068
7,3,185,16,15.7,0.46473,1,0.077,99.56,43.48,1.56,23.9,567.51,1167.084315
7,3,185,17,15.84,0.48018,1,0.077,99.61,42.08,1.56,29.8,433.47,891.431055
7,3,185,18,13.76,0.2475,1,0,99.79,42.387,1.56,35.7,281.49,578.884185
7,3,185,19,15.24,0.43005,0.93,0,99.7,36.745,1.56,20,137.22,282.19293
7,3,185,20,14.49,0.3686,0.84,0,99.74,33.783,1.56,4.3,15.38,31.62897
7,3,185,21,11.24,0.05403,0.45,0.003,99.88,24.029,1.56,-11.4,0,0
7,3,185,22,12.91,0.23253,0.45,0.003,99.81,20.16,1.56,-12.57,0,0
7,3,185,23,12.07,0.17217,0.46,0.003,99.84,17.252,1.56,-13.73,0,0
7,4,186,0,10.03,0.01126,0.48,0,99.91,15.222,1.67,-14.9,0,0
7,4,186,1,10.83,0.09991,0.39,0,99.89,13.001,1.67,-11.6,0,0
7,4,186,2,10.43,0.0857,0.31,0,99.9,11.185,1.67,-8.3,0,0
7,4,186,3,11.55,0.20685,0.24,0,99.98,9.245,1.67,-5,0,0
7,4,186,4,10.53,0.09754,0.35,0,99.93,11.405,1.67,-4.3,1.64,3.37266
7,4,186,5,11.04,0.13789,0.4,0,99.95,12.999,1.67,-3.6,66.36,136.46934
7,4,186,6,14.34,0.45729,0.43,0,100.15,11.724,1.67,-2.9,258.24,531.07056
7,4,186,7,12.46,0.27954,0.64,0,100.02,22.6,1.67,37.9,408.11,839.278215
7,4,186,8,13.39,0.37227,0.67,0,100.07,25.345,1.67,78.7,547.74,1126.42731
7,4,186,9,16.6,0.73393,0.71,0,100.19,26.204,1.67,119.5,649.77,1336.252005
7,4,186,10,15.09,0.57451,0.81,0,100.16,28.698,1.67,132.7,741.03,1523.928195
7,4,186,11,15.84,0.67924,0.9,0,100.17,28.74,1.67,145.9,800.03,1645.261695
7,4,186,12,17.43,0.89291,0.99,0,100.2,28.099,1.67,159.1,653.4,1343.7171
7,4,186,13,16.88,0.81737,0.95,0,100.19,28.143,1.67,142.4,641.74,1319.73831
7,4,186,14,17.15,0.84676,0.91,0,100.2,27.973,1.67,125.7,600.95,1235.853675
7,4,186,15,17.71,0.91269,0.87,0.003,100.23,27.656,1.67,109,631.44,1298.55636
7,4,186,16,17.52,0.84538,0.92,0.003,100.21,27.362,1.67,81.17,526,1081.719
7,4,186,17,17.61,0.81487,0.96,0.003,100.22,26.676,1.67,53.33,401.39,825.458535
7,4,186,18,16.3,0.60546,0.99,0.027,100.31,26.012,1.67,25.5,294.8,606.2562
7,4,186,19,17.23,0.6322,0.98,0.027,100.25,24.536,1.67,9.6,142.79,293.647635
7,4,186,20,16.76,0.48009,0.9,0.027,100.27,24.714,1.67,-6.3,15.24,31.34106
7,4,186,21,14.63,0.15547,0.7,0.03,100.31,22.334,1.67,-22.2,0,0
7,4,186,22,15.74,0.27138,0.74,0.03,100.31,21.691,1.67,-22.93,0,0
7,4,186,23,15.19,0.19443,0.78,0.03,100.31,21.537,1.67,-23.67,0,0
7,5,187,0,13.58,0.0059,0.81,0.003,100.3,21.379,1.65,-24.4,0,0
7,5,187,1,14.28,0.10509,0.78,0.003,100.31,20.342,1.65,-24.3,0,0
7,5,187,2,13.93,0.09512,0.75,0.003,100.3,18.765,1.65,-24.2,0,0
7,5,187,3,14.37,0.1715,0.72,0,100.28,16.932,1.65,-24.1,0,0
7,5,187,4,13.85,0.10191,0.9,0,100.3,18.055,1.65,-15.97,2.23,4.585995
7,5,187,5,14.11,0.13841,1.01,0,100.29,18.63,1.65,-7.83,109.8,225.8037
